12,0.4,0.5,6,0,0,0.2918971330650409
12,0.3,0.5,6,0,0,0.6287644790279474
12,0.0,0.5,6,0,0,844.4634493867384
12,0.2,0.5,6,0,0,1.1571436044285366
12,0.32,0.5,6,0,0,0.48974176709334033
12,0.42000000000000004,0.5,6,0,0,0.2205216975853136
12,0.22,0.5,6,0,0,0.870928796544504
12,0.02,0.5,6,0,0,410.2873954997317
12,0.1,0.5,6,0,0,9.443695951804525
12,0.44000000000000006,0.5,6,0,0,0.25221619134662915
12,0.34,0.5,6,0,0,0.3062254394412703
12,0.24,0.5,6,0,0,0.8153818714542524
12,0.4600000000000001,0.5,6,0,0,0.22611339434321187
12,0.36000000000000004,0.5,6,0,0,0.2621307013658803
12,0.04,0.5,6,0,0,140.3454051312311
12,0.26,0.5,6,0,0,0.6884705657498966
12,0.4800000000000001,0.5,6,0,0,0.1755256803781768
12,0.38000000000000006,0.5,6,0,0,0.22015135234474592
12,0.12000000000000001,0.5,6,0,0,4.719933702232125
12,0.28,0.5,6,0,0,0.6012544267283007
12,0.06,0.5,6,0,0,51.33616176598459
12,0.14,0.5,6,0,0,2.9839628255143187
12,0.08,0.5,6,0,0,20.937670085952618
12,0.16,0.5,6,0,0,2.030460108509525
12,0.18,0.5,6,0,0,1.4778050938534464
